id_demandeur,nom,age,ville,domaine,titre_professionnel,niveau_etudes,annees_experience,competences,soft_skills,langues,cv_texte
PPBZV2509110042328,PPBZV2509110042328,26,Brazzaville,"Transport, Logistique & Supply Chain",Logisticien,Licence (BAC+3),0,supply chain;vente,,français,"Métier visé : Logisticien. Qualification : logisticien. Logisticien. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509130042613,PPBZV2509130042613,31,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Manager Financier,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Manager Financier. Qualification : manager financier. Directeur Financier. Filière : Economie. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Licence."
PPBZV2509110042330,PPBZV2509110042330,27,Brazzaville,Fonction Publique & Administration,Secrétaire,Licence (BAC+3),0,secrétariat,,français,Métier visé : Secrétaire. Qualification : secrétaire. Agent Administratif et de Secrétariat. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme.
PPBZV2509110042334,PPBZV2509110042334,27,Brazzaville,"Transport, Logistique & Supply Chain",Chauffeur,BEPC,0,supply chain;vente,,français,"Métier visé : Chauffeur. Qualification : chauffeur. Chauffeur. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509130042618,PPBZV2509130042618,31,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assureur ,BAC+2 (BTS/DUT),0,comptabilité;fiscalité,,français,"Métier visé : Assureur . Qualification : assureur . Conseiller en Assurance. Filière : Assurance. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Bac +2."
PPBZV2509130042622,PPBZV2509130042622,27,Brazzaville,"Industrie, Production & Maintenance",ElectroTechnicien,Licence (BAC+3),0,maintenance industrielle;électromécanique,,français,"Métier visé : ElectroTechnicien. Qualification : electrotechnicien. Technicien en Électrotechnique. Filière : Maintenance industrielle. Secteur recherché : Electricité-Electricité Industrielle-Electromécanique-Electrotechnique. Secteur métier : Industrie, Production & Maintenance. Diplôme : Bac +3."
PPBZV2509130042624,PPBZV2509130042624,31,Brazzaville,Hôtellerie-Restauration,Serveuse ,BAC,0,,,français,Métier visé : Serveuse . Qualification : serveuse . Serveur. Filière : Bac D. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Hôtellerie - Restauration. Diplôme : Baccalauréat Général.
PPBZV2509130042629,PPBZV2509130042629,25,Brazzaville,"Commerce, Vente, Marketing & Distribution",Chargé de relation   clientèle ,BAC,0,vente,,français,"Métier visé : Chargé de relation   clientèle . Qualification : chargé de relation   clientèle . Conseiller clientèle. Filière : Bac D. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Général."
PPBZV2509120042339,PPBZV2509120042339,47,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Finance Manager - Afrique Centrale,Master (BAC+5),0,comptabilité;fiscalité;vente,,français,"Métier visé : Finance Manager - Afrique Centrale. Qualification : finance manager - afrique centrale. Directeur Financier. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509130042635,PPBZV2509130042635,30,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable fiscaliste ,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Comptable fiscaliste . Qualification : comptable fiscaliste . Expert-Comptable. Filière : Comptabilité et Gestion financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Bac +3."
PPBZV2509120042340,PPBZV2509120042340,21,Brazzaville,Parcours Étudiant et Formation,Etudiant(e),Licence (BAC+3),0,,,français,Métier visé : Etudiant(e). Qualification : etudiant(e). Etudiant. Filière : Aucune. Secteur recherché : Économie et Finance Internationales. Secteur métier : Parcours Étudiant et Formation. Diplôme : Pas de diplôme.
PPBZV2509120042341,PPBZV2509120042341,29,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent Commercial,BAC,0,vente,,français,"Métier visé : Agent Commercial. Qualification : agent commercial. Commercial. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Pas de diplôme."
PPBZV2509120042348,PPBZV2509120042348,21,Brazzaville,Hôtellerie-Restauration,Pâtissier(e),BAC,0,,,français,Métier visé : Pâtissier(e). Qualification : pâtissier(e). Patissier. Filière : Aucune. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Agriculture - Agroalimentaire - Brasserie - Produits laitiers - Boulangerie. Diplôme : Pas de diplôme.
PPBZV2509130042648,PPBZV2509130042648,29,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Licence (BAC+3),0,comptabilité;enseignement;fiscalité,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Economie. Secteur recherché : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Secteur métier : Parcours Étudiant et Formation. Secteur d'activité : Éducation - Formation - Enseignement. Diplôme : Bac +3.
PPBZV2509120042355,PPBZV2509120042355,20,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Licence (BAC+3),0,enseignement,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Aucune. Secteur métier : Parcours Étudiant et Formation. Secteur d'activité : Éducation - Formation - Enseignement. Diplôme : Pas de diplôme.
PPBZV2509120042356,PPBZV2509120042356,25,Brazzaville,"Transport, Logistique & Supply Chain",Gestionnaire de stocks,BAC,0,cybersécurité;supply chain,,français,"Métier visé : Gestionnaire de stocks. Qualification : gestionnaire de stocks. Gestionnaire de Stock. Filière : Aucune. Secteur recherché :  Logistique et Distribution . Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Diplôme : Pas de diplôme."
PPBZV2509120042365,PPBZV2509120042365,39,Brazzaville,"Transport, Logistique & Supply Chain",Manutentionnaire,BAC,0,supply chain,,français,"Métier visé : Manutentionnaire. Qualification : manutentionnaire. Agent de manutention. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : Pas de diplôme."
PPBZV2509120042366,PPBZV2509120042366,25,Brazzaville,Fonction Publique & Administration,Administratrice des entreprises ,Licence (BAC+3),0,,,français,Métier visé : Administratrice des entreprises . Qualification : administratrice des entreprises . Administrateur de Fonctions Support. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme.
PPBZV2509120042380,PPBZV2509120042380,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistante comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistante comptable. Qualification : assistante comptable. Assistant Comptable. Filière : Aucune. Secteur recherché : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPBZV2509120042404,PPBZV2509120042404,28,Brazzaville,"Informatique, Data, Télécommunications & Digital",Ingénieur en Informatique,Master (BAC+5),0,cybersécurité,,français,"Métier visé : Ingénieur en Informatique. Qualification : ingénieur en informatique. Ingénieur Informatique. Filière : Aucune. Secteur recherché : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Diplôme : Pas de diplôme."
PPBZV2509120042423,PPBZV2509120042423,25,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Ingénieur en génie civil ,Master (BAC+5),0,génie civil,,français,"Métier visé : Ingénieur en génie civil . Qualification : ingénieur en génie civil . Ingénieur en Génie Civil. Filière : Aucune. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Diplôme : Pas de diplôme."
PPBZV2509120042473,PPBZV2509120042473,26,Brazzaville,Divers,Aucune,Sans diplôme,0,,,français,Métier visé : Aucune. Qualification : aucune. Aucune. Filière : Aucune. Diplôme : Pas de diplôme.
PPBZV2509120042482,PPBZV2509120042482,23,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",assurance banque et finance,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : assurance banque et finance. Qualification : assurance banque et finance. Conseiller en Assurance de Personnes. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable. Diplôme : Pas de diplôme."
PPBZV2509120042486,PPBZV2509120042486,21,Brazzaville,Hôtellerie-Restauration,Serveuse ,BAC,0,,,français,Métier visé : Serveuse . Qualification : serveuse . Serveur. Filière : Aucune. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Hôtellerie - Restauration. Diplôme : Pas de diplôme.
PPBZV2509120042487,PPBZV2509120042487,26,Brazzaville,Fonction Publique & Administration,Assistant(e),BAC+2 (BTS/DUT),0,,,français,Métier visé : Assistant(e). Qualification : assistant(e). Assistant Administratif. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme.
PPBZV2509120042498,PPBZV2509120042498,33,Brazzaville,Hôtellerie-Restauration,resiclage de chariot ,Sans diplôme,0,,,français,Métier visé : resiclage de chariot . Qualification : resiclage de chariot . Bagagiste. Filière : Aucune. Secteur métier : Hôtellerie-Restauration. Secteur d'activité : Hôtellerie - Restauration. Diplôme : Pas de diplôme.
PPBZV2509120042499,PPBZV2509120042499,23,Brazzaville,"Assurance Qualité, Contrôle, Testing (QHSE)",Agent QHSE,Licence (BAC+3),0,qhse,,français,"Métier visé : Agent QHSE. Qualification : agent qhse. Technicien QHSE. Filière : Aucune. Secteur recherché :  Responsable HSSE ( Hygiène, Santé, Sécurité et Environnement). Secteur métier : Assurance Qualité, Contrôle, Testing (QHSE). Secteur d'activité : Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets. Diplôme : Pas de diplôme."
PPBZV2509130042689,PPBZV2509130042689,25,Brazzaville,"Énergie, Environnement & Eau",Economie des Ressources Naturelles,Licence (BAC+3),0,,,français,"Métier visé : Economie des Ressources Naturelles. Qualification : economie des ressources naturelles. Économiste des Ressources Naturelles. Filière : Économie des Ressources naturelles et environnement. Secteur métier : Énergie, Environnement & Eau. Secteur d'activité : Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets. Diplôme : Bac +3."
PPBZV2509120042502,PPBZV2509120042502,28,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Banque  et microfinance,Licence (BAC+3),0,comptabilité;fiscalité;microfinance,,français,"Métier visé : Banque  et microfinance. Qualification : banque  et microfinance. Conseiller en Assurance de Personnes. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Diplôme : Pas de diplôme."
PPBZV2509120042530,PPBZV2509120042530,23,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant  Administratif et comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Assistant  Administratif et comptable. Qualification : assistant  administratif et comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
